query_name,file,id,timeFirst(ms),time(ms),resultCount,requestCount,timeOut
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,11,26.910629,100.563493,18,25,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,12,110.231459,187.275558,2,47,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,13,-1,163.59268,0,53,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,14,382.64595,1092.917097,24,286,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,15,107.140629,345.545041,4,125,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,16,-1,387.281894,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,17,-1,455.970165,0,108,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,18,-1,425.150581,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,19,101.191205,225.213149,1,79,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,20,-1,21.3416,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,21,-1,5879.590563,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,22,-1,5003.10665,0,1584,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,23,156.857252,29816.600063,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,24,135.521528,167.194861,2,44,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,25,140.647713,618.079588,1,197,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,26,-1,57.690761,0,13,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,27,208.90824,529.683849,6,149,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,28,53.272984,856.175565,36,257,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,29,119.746559,176.876286,1,51,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,30,34.604813,161.794931,2,53,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,31,23.606659,97.667652,32,29,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,32,64.339758,145.05509,2,47,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,33,-1,150.072756,0,53,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,34,368.415971,695.181619,8,178,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,35,109.107011,343.335156,4,125,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,36,-1,447.500225,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,37,-1,401.606472,0,136,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,38,-1,503.75205,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,39,129.090925,267.179603,1,79,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,40,-1,17.683651,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,41,-1,6043.84764,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,42,-1,4924.020597,0,1581,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,43,169.492677,30032.76433,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,44,113.569044,157.445811,2,44,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,45,144.046778,620.179597,1,197,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,46,-1,72.143625,0,13,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,47,198.484307,570.229711,6,149,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,48,70.861885,905.975613,36,257,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,49,130.711012,191.835351,1,51,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,50,37.29229,159.107742,2,53,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,51,21.613101,90.539326,32,29,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,52,57.769951,136.477401,2,47,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,53,-1,166.654555,0,53,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,54,373.883334,679.583701,8,178,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,55,109.850608,358.378469,4,125,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,56,-1,483.864542,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,57,-1,394.412495,0,136,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,58,-1,494.794915,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,59,-1,190.626623,0,52,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_12_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,60,-1,40.720709,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,61,-1,5938.322104,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,62,-1,5240.787009,0,1584,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,63,153.444607,29379.309583,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,64,-1,150.641871,0,43,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,65,135.145175,563.479792,1,197,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,66,-1,70.763458,0,13,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,67,-1,591.801802,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,68,64.105093,863.19172,36,257,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,69,106.73736,168.185713,1,51,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,70,170.513142,409.855988,6,140,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,71,23.758546,114.91461,32,29,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,72,76.017654,167.745464,2,47,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,73,39.03083,1644.971487,36,528,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,74,307.549829,651.617084,8,178,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,75,158.65283,478.752206,4,125,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,76,-1,378.871644,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,77,-1,495.797326,0,136,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,78,-1,517.999584,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,79,-1,157.029924,0,52,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_13_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,80,-1,28.135548,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,81,-1,5934.572574,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,82,-1,5045.510094,0,1581,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,83,151.240205,29208.468405,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,84,-1,200.979523,0,43,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,85,133.151774,563.771767,1,197,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,86,-1,45.269255,0,6,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,87,-1,611.193052,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,88,53.524772,852.29628,36,257,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,89,148.669544,240.060533,2,74,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,90,154.323188,392.661223,6,140,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,91,22.592405,89.992963,32,29,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,92,51.655446,198.451032,4,64,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,93,51.092657,1626.8495229999999,36,528,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,94,320.312966,567.663872,8,178,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,95,193.134555,237.031211,1,62,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,96,-1,437.665025,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,97,-1,382.481236,0,136,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,98,-1,569.341482,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,99,-1,147.197678,0,52,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_14_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,100,-1,14.452293,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,101,-1,5886.47617,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,102,-1,5375.346855,0,1583,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,103,159.637388,29253.812531,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,104,-1,139.368015,0,43,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,105,142.238735,626.980086,1,197,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,106,-1,34.914621,0,6,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,107,-1,626.09279,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,108,67.095741,966.801956,36,257,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,109,118.026437,220.12723,2,74,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,110,147.263354,455.356959,6,140,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_L3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,111,30.343187,118.750782,32,29,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_L4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,112,69.428892,238.823338,4,64,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_L5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,113,32.458932,1576.709437,36,528,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,114,-1,137.022833,0,35,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,115,198.676234,249.368347,1,62,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,116,-1,438.829078,0,126,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,117,-1,455.095379,0,136,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,118,-1,560.604877,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S6.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,119,-1,161.443456,0,52,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_15_S7.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,120,-1,16.44122,0,3,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_C1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,121,-1,5594.569342,0,1295,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_C2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,122,-1,4976.032589,0,1585,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_C3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,123,151.179674,29316.490071,40408,6111,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_F1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,124,-1,146.237414,0,43,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_F2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,125,-1,50.669977,0,11,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_F3.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,126,-1,26.519675,0,6,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_F4.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,127,-1,572.667094,0,156,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_F5.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,128,84.57404,741.921709,35,226,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_L1.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,129,120.793467,232.744632,2,74,false
/home/brecht/Thesis/watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_16_L2.txt,/home/brecht/Thesis/test-scripts/simpleLDFBenchmarker_1M,130,197.174695,500.929967,6,140,false
